336965	他怎么在这样的贫困中谋生？	How did he make his living in such poverty?
337229	地球的表面约有三分之一是陆地。	About one third of the earth's surface is land.
337238	暴风雨带来了许多损害。	The storm brought about much damage.
337250	还剩下多少块三明治？	How many sandwiches are there left?
337287	他在手上贴了一块胶布。	He put a Band-Aid on his hand.
337294	我们始终都有死的一天。	We shall all die some day.
337305	很多家园被洪水冲走了。	Many homes were washed away by the flood.
337403	这个引擎耗用最多的油。	This engine consumes the most oil.
337890	车头的挡风玻璃被砸至粉碎。	The front windshield of a car was smashed to pieces.
337898	请告诉我巴士站在哪里。	Please tell me where the bus stop is.
337981	代我问候你妈妈。	Say hello to your mum for me.
338384	今晚正在下倾盆大雨。	It's raining cats and dogs tonight.
338410	为什么这个月房东还不来收房租？	Why hasn't the landlord come to collect rent this month?
338634	他不知道该怎么做，于是便找我帮忙。	Not knowing what to do, he asked me for help.
338646	我去飞机场为他送行了。	I have been to the airport to see him off.
338795	我每天早上都去买东西。	I go shopping every morning.
338828	代我问候你妹妹。	Say hello to your sister for me.
338939	地球上有很多国家和文化。	There are many countries and many cultures on Earth.
338949	我本金和利息都没了。	I have lost both principal and interest.
338956	青年人总爱挑战极端。	Young people are apt to go to extremes.
338964	这张照片是最近拍的吗？	This a recent photo?
338971	世界所有人都渴望和平。	All the world desires peace.
338972	他想把这些衬衫洗干净。	He wants these shirts washed.
338985	你要改善一下你的英语。	You have to polish your English.
339175	他把全副心神放在学业上。	He applied himself to his study.
339232	他哥哥是个有名的足球员。	His brother is a famous soccer player.
339233	好好把握这个机会。	Make good use of this opportunity.
339286	我们必须从财政方面考虑一下这个计划。	We must consider the financial aspects of this project.
339289	你的灵魂已坠进了地狱。	Your soul has been condemned to hell.
339292	海盗把财宝藏进了地底。	The pirates buried their treasure in the ground.
339300	这靴是用皮革做的。	These boots are made of leather.
339438	我们必须放弃这个计划。	We have to abandon the plan.
339440	我得了胃肿瘤，必须动手术切除。	I got a stomach tumor and had to have it operated on.
339441	昨晚的火灾被断定为由纵火引起的。	The fire that broke out last night was judged to be caused by arson.
339459	我无法容忍她的行为。	I cannot put up with her behavior.
339461	我们实行了那个计划。	We carried out that plan.
339469	母亲以前很喜欢打网球。	My mother used to be into tennis.
339481	乡村生活比都市生活健康。	Country life is healthier than city life.
339501	他连再见也不说就走了。	He departed without so much as saying good bye.
339601	他们想栽培新品种的米来增加粮食生产。	They want to increase food production by growing new kinds of rice.
339885	我现在很忙，没空和你玩。	I am busy now and can't play with you.
339903	他的文章写得完美无瑕。	His composition leaves nothing to be desired.
339932	计划的总开支为一亿円。	The total expense for the project amounts to one hundred million yen.
339938	我很高兴能和他们会面。	I am very pleased to meet them.
340090	我造了一架模型飞机。	I made a model plane.
340095	现在不止要男女薪金平等，而且还要平均分配家务。	It is time not only to equalize men's and women's wages, but also to equalize responsibility for housework.
340120	聋哑的人用手语说话。	Deaf-mute people talk using sign language.
