抗议	kàngyì	5	to protest; protest
看来	kànlai	5	apparently; it seems that
烤鸭	kǎoyā	5	roast duck
克	kè	5	to be able to; to subdue; to restrain; to overcome
颗	kē	5	classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc
课程	kèchéng	5	course; academic program
克服	kèfú	5	(try to) overcome (hardships etc); to conquer; to put up with; to endure
客观	kèguān	5	objective; impartial
可见	kějiàn	5	it can clearly be seen (that this is the case); it is (thus) clear; clear; visible
可靠	kěkào	5	reliable
刻苦	kèkǔ	5	hardworking; assiduous
可怕	kěpà	5	awful; dreadful; fearful; formidable
客厅	kètīng	5	drawing room (room for arriving guests); living room
恐怖	kǒngbù	5	terrible; frightful; frightening; terror
空间	kōngjiān	5	space; room; (fig.) scope; leeway; (astronomy) outer space; (physics, math.) space
空闲	kòngxián	5	idle; free time; leisure; unused (place)
控制	kòngzhì	5	to control
口味	kǒuwèi	5	a person's preferences; tastes (in food); flavor
夸	kuā	5	to boast; to exaggerate; to praise
会计	kuàijì	5	accountant; accountancy; accounting
矿泉水	kuàngquánshuǐ	5	mineral water
来自	láizì	5	to come from (a place); From: (in email header)
辣椒	làjiāo	5	hot pepper; chili
拦	lán	5	to block sb's path; to obstruct; to flag down (a taxi)
烂	làn	5	soft; mushy; well-cooked and soft; to rot; to decompose; rotten
狼	láng	5	wolf
老百姓	lǎobǎixìng	5	ordinary people; the "person in the street"
老板	lǎobǎn	5	boss; business proprietor
劳动	láodòng	5	work; toil; physical labor
劳驾	láojià	5	excuse me
姥姥	lǎolao	5	(coll.) mother's mother; maternal grandmother
老实	lǎoshi	5	honest; sincere; well-behaved; naive; gullible
老鼠	lǎoshǔ	5	rat; mouse
蜡烛	làzhú	5	candle
乐观	lèguān	5	optimistic; hopeful
雷	léi	5	thunder; (bound form) (military) mine, as in 雷 land mine; (coll.) to shock; to stun; to astound; (Tw) (coll.) spoiler
类	lèi	5	kind; type; class; category
梨	lí	5	pear
粒	lì	5	grain; granule; classifier for small round things (peas, bullets, peanuts, pills, grains etc)
恋爱	liànài	5	(romantic) love; in love; to have an affair
良好	liánghǎo	5	good; favorable; well; fine
粮食	liángshi	5	foodstuff; cereals
联合	liánhé	5	to combine; to join; unite; alliance
连忙	liánmáng	5	promptly; at once
连续剧	liánxùjù	5	serialized drama; dramatic series; show in parts
了不起	liǎobuqǐ	5	amazing; terrific; extraordinary
礼拜天	Lǐbàitiān	5	Sunday
立方	lìfāng	5	cube (math.)
离婚	líhūn	5	to divorce
立即	lìjí	5	immediately
立刻	lìkè	5	forthwith; immediate; prompt; promptly
力量	lìliang	5	power; force; strength
理论	lǐlùn	5	theory; to argue; to take notice of
厘米	límǐ	5	centimeter
铃	líng	5	(small) bell
领导	lǐngdǎo	5	lead; leading; to lead; leadership
灵活	línghuó	5	flexible; nimble; agile
零件	língjiàn	5	part; component
零钱	língqián	5	change (of money); small change; pocket money
零食	língshí	5	between-meal nibbles; snacks
领域	lǐngyù	5	domain; sphere; field; territory
临时	línshí	5	as the time draws near; at the last moment; temporary; interim
利润	lìrùn	5	profits
流传	liúchuán	5	to spread; to circulate; to hand down
浏览	liúlǎn	5	to skim over; to browse
利息	lìxī	5	interest (on a loan)
利益	lìyì	5	benefit; (in sb's) interest
利用	lìyòng	5	to exploit; to make use of; to use; to take advantage of
理由	lǐyóu	5	reason; grounds; justification
龙	lóng	5	dragon; imperial
漏	lòu	5	to leak; to divulge; to leave out by mistake; waterclock or hourglass (old)
露	lù	5	dew; syrup; nectar; outdoors (not under cover)
陆地	lùdì	5	dry land (as opposed to the sea)
轮流	lúnliú	5	to alternate; to take turns
论文	lùnwén	5	paper; treatise; thesis; to discuss a paper or thesis (old)
落后	luòhòu	5	to fall behind; to lag (in technology etc); backward; to retrogress
逻辑	luóji	5	logic (loanword)
录取	lùqǔ	5	to accept an applicant (prospective student, employee etc) who passes an entrance exam; to admit (a student); to hire (a job candidate)
陆续	lùxù	5	in turn; successively; one after the other; bit by bit
录音	lùyīn	5	to record (sound); sound recording
骂	mà	5	to scold; to abuse; to curse
麦克风	màikèfēng	5	microphone (loanword)
馒头	mántou	5	steamed roll; steamed bun; steamed bread
满足	mǎnzú	5	to satisfy; to meet (the needs of); satisfied; content
毛	máo	5	hair; feather; down; wool
毛病	máobìng	5	fault; defect; shortcomings; ailment
矛盾	máodùn	5	contradiction; conflicting views; contradictory
冒险	màoxiǎn	5	to take risks; to take chances; foray; adventure
贸易	màoyì	5	(commercial) trade
魅力	mèilì	5	charm; fascination; glamor; charisma
眉毛	méimao	5	eyebrow
美术	měishù	5	art; fine arts; painting
煤炭	méitàn	5	coal
面对	miànduì	5	to face; to confront
棉花	miánhua	5	cotton
面积	miànjī	5	area (of a floor, piece of land etc); surface area; tract of land
面临	miànlín	5	to face sth; to be confronted with
秒	miǎo	5	second (unit of time); arc second (angular measurement unit); (coll.) instantly
苗条	miáotiao	5	(of a woman) slim; slender; graceful
描写	miáoxiě	5	to describe; to depict; to portray; description
蜜蜂	mìfēng	5	bee; honeybee
迷路	mílù	5	to lose the way; lost; labyrinth; labyrinthus vestibularis (of the inner ear)
秘密	mìmì	5	secret; private; confidential; clandestine; a secret
命令	mìnglìng	5	order; command
名牌	míngpái	5	famous brand; nameplate; name tag
名片	míngpiàn	5	(business) card
明确	míngquè	5	clear-cut; definite; explicit; to clarify; to specify; to make definite
名胜	míngshèng	5	a place famous for its scenery or historical relics; scenic spot
明显	míngxiǎn	5	clear; distinct; obvious
明星	míngxīng	5	star; celebrity
明信片	míngxìnpiàn	5	postcard
命运	mìngyùn	5	fate; destiny
民主	mínzhǔ	5	democracy
密切	mìqiè	5	close; familiar; intimate; closely (related)
秘书	mìshū	5	secretary
谜语	míyǔ	5	riddle; conundrum
摸	mō	5	to feel with the hand; to touch; to stroke; to grope
模仿	mófǎng	5	to imitate; to copy; to emulate; to mimic
模糊	móhu	5	vague; indistinct; fuzzy
陌生	mòshēng	5	strange; unfamiliar
摩托车	mótuōchē	5	(loanword) motorbike; motorcycle
某	mǒu	5	some; a certain; sb or sth indefinite; such-and-such
目标	mùbiāo	5	target; goal; objective
目录	mùlù	5	catalog; table of contents; directory (on computer hard drive); list
目前	mùqián	5	at the present time; currently
木头	mùtou	5	slow-witted; blockhead; log (of wood, timber etc)
难怪	nánguài	5	(it's) no wonder (that...); (it's) not surprising (that)
难看	nánkàn	5	ugly; unsightly
脑袋	nǎodai	5	head; skull; brains; mental capability
哪怕	nǎpà	5	even; even if; even though; no matter how
内科	nèikē	5	internal medicine; general medicine
嫩	nèn	5	young and tender; (of food) tender; lightly cooked; (of color) light; (of a person) inexperienced; unskilled
能干	nénggàn	5	capable; competent
能源	néngyuán	5	energy; power source
念	niàn	5	to read; to study (a subject); to attend (a school); to read aloud
年代	niándài	5	a decade of a century (e.g. the Sixties); age; era; period
年纪	niánjì	5	age
宁可	nìngkě	5	preferably; one would prefer to...(or not to...); would rather; (would) be better to
牛仔裤	niúzǎikù	5	jeans
浓	nóng	5	concentrated; dense; strong (smell etc)
农民	nóngmín	5	peasant; farmer
农业	nóngyè	5	agriculture; farming
女士	nǚshì	5	lady; madam; Miss; Ms
偶然	ǒurán	5	incidentally; occasional; occasionally; by chance
派	pài	5	clique; school; group; faction
拍	pāi	5	to pat; to clap; to slap; to swat
排队	páiduì	5	to line up
排球	páiqiú	5	volleyball
盼望	pànwàng	5	to hope for; to look forward to
赔偿	péicháng	5	to compensate
佩服	pèifú	5	to admire
配合	pèihé	5	matching; fitting in with; compatible with; to correspond
培养	péiyǎng	5	to cultivate; to breed; to foster; to nurture
盆	pén	5	basin; flower pot; unit of volume equal to 12 斗 and 8 升, approx 128 liters
碰见	pèngjiàn	5	to run into; to meet (unexpectedly); to bump into
匹	pǐ	5	classifier for horses, mules etc; ordinary person; classifier for cloth: bolt; horsepower
批	pī	5	to ascertain; to act on; to criticize; to pass on
披	pī	5	to drape over one's shoulders; to open; to unroll; to split open
片	piàn	5	thin piece; flake; a slice; film
片面	piànmiàn	5	unilateral; one-sided
飘	piāo	5	to float
疲劳	píláo	5	fatigue; wearily; weariness; weary
频道	píndào	5	frequency; (television) channel
平	píng	5	flat; level; equal; to tie (make the same score)
凭	píng	5	to lean against; to rely on; on the basis of; no matter (how, what etc)
平常	píngcháng	5	ordinary; common; usually; ordinarily
平等	píngděng	5	equal; equality
平方	píngfāng	5	square (as in square foot, square mile, square root)
平衡	pínghéng	5	balance; equilibrium
评价	píngjià	5	to evaluate; to assess
平静	píngjìng	5	tranquil; undisturbed; serene
平均	píngjūn	5	average; on average; evenly; in equal proportions
品种	pǐnzhǒng	5	breed; variety
皮鞋	píxié	5	leather shoes
批准	pīzhǔn	5	to approve; to ratify
破产	pòchǎn	5	to go bankrupt; to become impoverished; bankruptcy
破坏	pòhuài	5	destruction; damage; to wreck; to break
迫切	pòqiè	5	urgent; pressing
朴素	pǔsù	5	plain and simple; unadorned; simple living; not frivolous
欠	qiàn	5	to owe; to lack; (bound form) yawn; to raise slightly (a part of one's body)
浅	qiǎn	5	shallow; light (color)
牵	qiān	5	to lead along; to pull (an animal on a tether); (bound form) to involve; to draw in
抢	qiǎng	5	to fight over; to rush; to scramble; to grab
枪	qiāng	5	gun; firearm; rifle; spear
强调	qiángdiào	5	to emphasize (a statement); to stress
强烈	qiángliè	5	strong; intense
前途	qiántú	5	prospects; future outlook; journey
谦虚	qiānxū	5	modest; self-effacing; to make modest remarks
签字	qiānzì	5	to sign (one's name); signature
瞧	qiáo	5	to look at; to see; to see (a doctor); to visit
巧妙	qiǎomiào	5	ingenious; clever; ingenuity; artifice
悄悄	qiāoqiāo	5	quiet; making little or no noise; surreptitious; stealthy; anxious; worried
期待	qīdài	5	to look forward to; to await; expectation
切	qiè	5	definitely; absolutely (not); (scoffing or dismissive interjection) Yeah, right.; Tut!; to grind; (bound form) close to
启发	qǐfā	5	to enlighten; to explain (a text etc); to stimulate (a mental attitude); enlightenment
气氛	qìfēn	5	atmosphere; mood
奇迹	qíjì	5	miracle; miraculous; wonder; marvel
期间	qījiān	5	period of time; time; time period; period
亲爱	qīnài	5	dear; beloved; darling
勤奋	qínfèn	5	hardworking; diligent
青	qīng	5	green; blue; black; youth
青春	qīngchūn	5	youth; youthfulness
清淡	qīngdàn	5	light (of food, not greasy or strongly flavored); insipid; slack (sales)
情景	qíngjǐng	5	scene; spectacle; circumstances; situation
请求	qǐngqiú	5	to request; to ask; request
青少年	qīngshàonián	5	adolescent; youth; teenager
轻视	qīngshì	5	contempt; contemptuous; to despise; to scorn
情绪	qíngxù	5	mood; state of mind; moodiness
庆祝	qìngzhù	5	to celebrate
勤劳	qínláo	5	hardworking; industrious; diligent
侵略	qīnlu:è	5	to invade; invasion
亲切	qīnqiè	5	amiable; cordial; close and dear; familiar
亲自	qīnzì	5	personally; in person; oneself
企图	qǐtú	5	to attempt; to try; attempt
球迷	qiúmí	5	fan (ball sports)
企业	qǐyè	5	company; firm; enterprise; corporation
汽油	qìyóu	5	gasoline
其余	qíyú	5	the rest; the others; remaining; remainder
娶	qǔ	5	to take a wife; to marry (a woman)
劝	quàn	5	to advise; to urge; to try to persuade; to exhort
圈	quān	5	circle; ring; loop; classifier for loops, orbits, laps of race etc; to surround; to circle
权力	quánlì	5	power; authority
权利	quánlì	5	right (i.e. an entitlement to sth); (classical) power and wealth
全面	quánmiàn	5	all-around; comprehensive; total; overall
确定	quèdìng	5	definite; certain; fixed; to fix (on sth)
缺乏	quēfá	5	to lack; to be short of
确认	quèrèn	5	to confirm; to verify; confirmation
去世	qùshì	5	to pass away; to die
趋势	qūshì	5	trend; tendency
取消	qǔxiāo	5	to cancel; cancellation
嚷	rǎng	5	to shout; to bellow; to make a big deal of sth; to make a fuss about sth
燃烧	ránshāo	5	to ignite; to combust; to burn; combustion
绕	rào	5	to wind; to coil (thread); to rotate around; to spiral
热爱	rèài	5	to love ardently; to adore
热烈	rèliè	5	enthusiastic; ardent; warm
忍不住	rěnbuzhù	5	cannot help; unable to bear
人才	réncái	5	talent; talented person; looks; attractive looks
人口	rénkǒu	5	population; people
人类	rénlèi	5	humanity; human race; mankind
人生	rénshēng	5	life (one's time on earth)
人事	rénshì	5	personnel; human resources; human affairs; ways of the world
人物	rénwù	5	person; personage; figure (esp. sb of importance); character (in a play, novel etc); figure painting (as a genre of traditional Chinese painting)
人员	rényuán	5	staff; crew; personnel
热心	rèxīn	5	enthusiastic; ardent; zealous
日常	rìcháng	5	day-to-day; daily; everyday
日程	rìchéng	5	schedule; itinerary
日历	rìlì	5	calendar
日期	rìqī	5	date
日用品	rìyòngpǐn	5	articles for daily use
融化	rónghuà	5	to melt; to thaw; to dissolve; to blend into
荣幸	róngxìng	5	honored (to have the privilege of ...)
荣誉	róngyù	5	honor; credit; glory; (honorable) reputation
软件	ruǎnjiàn	5	(computer) software
如何	rúhé	5	how; what way; what
如今	rújīn	5	nowadays; now
弱	ruò	5	weak; feeble; young; inferior; not as good as; (following a decimal or fraction) slightly less than
洒	sǎ	5	to sprinkle; to spray; to spill; to shed
嗓子	sǎngzi	5	throat; voice
傻	shǎ	5	foolish
杀	shā	5	to kill; to murder; to attack; to weaken or reduce
晒	shài	5	(of the sun) to shine on; to bask in (the sunshine); to dry (clothes, grain etc) in the sun; (fig.) to expose and share (one's experiences and thoughts) on the Web (loanword from "share")
沙漠	shāmò	5	desert
删除	shānchú	5	to delete; to cancel
闪电	shǎndiàn	5	lightning
上当	shàngdàng	5	taken in (by sb's deceit); to be fooled; to be duped
商品	shāngpǐn	5	commodity; goods; merchandise
商业	shāngyè	5	business; trade; commerce
善良	shànliáng	5	good and honest; kindhearted
善于	shànyú	5	to be good at; to be adept at
扇子	shànzi	5	fan
勺子	sháozi	5	scoop; ladle
沙滩	shātān	5	beach; sandy shore
蛇	shé	5	snake; serpent
设备	shèbèi	5	equipment; facilities; installations
舍不得	shěbude	5	to hate to do sth; to hate to part with; to begrudge
设计	shèjì	5	to design; to plan; design; plan
射击	shèjī	5	to shoot; to fire (a gun)
伸	shēn	5	to stretch; to extend
身材	shēncái	5	stature; build (height and weight); figure
身份	shēnfèn	5	identity; aspect of one's identity (i.e. sth that one is – mayor, father, permanent resident etc); role; capacity (as in "in his capacity as a ..." 以…份)
升	shēng	5	to ascend; to rise to the rank of; to promote; to hoist
生产	shēngchǎn	5	to produce; to manufacture; to give birth to a child
声调	shēngdiào	5	tone; note; a tone (on a Chinese syllable)
生动	shēngdòng	5	vivid; lively
胜利	shènglì	5	victory
省略	shěnglu:è	5	to leave out; an omission
绳子	shéngzi	5	cord; string; rope
神话	shénhuà	5	legend; fairy tale; myth; mythology
神经	shénjīng	5	nerve; mental state; (coll.) unhinged; nutjob
深刻	shēnkè	5	profound; deep; deep-going
神秘	shénmì	5	mysterious; mystery
设施	shèshī	5	facilities; installation
舌头	shétou	5	tongue; enemy soldier captured for the purpose of extracting information
摄影	shèyǐng	5	to take a photograph; photography; to shoot (a movie)
诗	shī	5	poem; poetry; verse
士兵	shìbīng	5	soldier
时代	shídài	5	age; era; epoch; period (in one's life)
似的	shìde	5	seems as if; rather like
是否	shìfǒu	5	whether (or not); if; is or isn't
实话	shíhuà	5	truth
实践	shíjiàn	5	practice; to put into practice; to live up to (a promise); to carry out (a project)
使劲儿	shǐjìnr	5	erhua variant of 使劲; to exert all one's strength
试卷	shìjuàn	5	examination paper; test paper
时刻	shíkè	5	time; juncture; moment; period of time
时髦	shímáo	5	in vogue; fashionable
失眠	shīmián	5	to suffer from insomnia
时期	shíqī	5	period; phase
失去	shīqù	5	to lose
时尚	shíshàng	5	fashion; fad; fashionable
事实	shìshí	5	fact
石头	shítou	5	stone
食物	shíwù	5	food
事物	shìwù	5	thing; object
实习	shíxí	5	to practice; field work; to intern; internship
实现	shíxiàn	5	to achieve; to implement; to realize; to bring about
事先	shìxiān	5	in advance; before the event; beforehand; prior
实行	shíxíng	5	to implement; to carry out; to put into practice
实验	shíyàn	5	experiment; test; experimental; to experiment
失业	shīyè	5	unemployment; to lose one's job
实用	shíyòng	5	practical; functional; pragmatic; applied (science)
始终	shǐzhōng	5	from beginning to end; all along
手工	shǒugōng	5	handwork; manual
收获	shōuhuò	5	to harvest; to reap; to gain; crop
收据	shōujù	5	receipt
寿命	shòumìng	5	life span; life expectancy; lifetime (of a machine)
受伤	shòushāng	5	to sustain injuries; wounded (in an accident etc); harmed
手术	shǒushù	5	(surgical) operation; surgery
手套	shǒutào	5	glove; mitten
手续	shǒuxù	5	procedure; formalities
手指	shǒuzhǐ	5	finger
甩	shuǎi	5	to throw; to fling; to swing; to leave behind
摔	shuāi	5	to throw down; to fall; to drop and break
双方	shuāngfāng	5	bilateral; both sides; both parties involved
鼠标	shǔbiāo	5	mouse (computing)
蔬菜	shūcài	5	vegetables
税	shuì	5	taxes; duties
书架	shūjià	5	bookshelf
数据	shùjù	5	data
熟练	shúliàn	5	practiced; proficient; skilled; skillful
数码	shùmǎ	5	number; numerals; figures; digital
说不定	shuōbudìng	5	can't say for sure; maybe
说服	shuōfú	5	to persuade; to convince; to talk sb over
输入	shūrù	5	to import; to input
舒适	shūshì	5	cozy; snug
属于	shǔyú	5	to be classified as; to belong to; to be part of
梳子	shūzi	5	comb
撕	sī	5	to tear
丝绸	sīchóu	5	silk cloth; silk
丝毫	sīháo	5	the slightest amount or degree; a bit
似乎	sìhū	5	it seems; seemingly; as if
思考	sīkǎo	5	to reflect on; to ponder over
寺庙	sìmiào	5	temple; monastery; shrine
私人	sīrén	5	private; personal; interpersonal; sb with whom one has a close personal relationship
思想	sīxiǎng	5	thought; thinking; idea; ideology
碎	suì	5	(transitive or intransitive verb) to break into pieces; to shatter; to crumble; broken; fragmentary; scattered; garrulous
随时	suíshí	5	at any time; at all times; at the right time; whenever necessary
损失	sǔnshī	5	loss; damage; to lose; to suffer damage
所	suǒ	5	actually; place; classifier for houses, small buildings, institutions etc; that which
锁	suǒ	5	to lock; to lock up; a lock
缩短	suōduǎn	5	to curtail; to cut down
所谓	suǒwèi	5	so-called; what is called
缩小	suōxiǎo	5	to reduce; to decrease; to shrink
宿舍	sùshè	5	dormitory; dorm room; living quarters; hostel
塔	tǎ	5	pagoda; tower; minaret; stupa (abbr. loanword from Sanskrit tapo)
台阶	táijiē	5	steps; flight of steps; step (over obstacle); fig. way out of an embarrassing situation
太极拳	tàijíquán	5	shadowboxing or Taiji, T'aichi or T'aichichuan; traditional form of physical exercise or relaxation; a martial art
太太	tàitai	5	married woman; Mrs.; Madam; wife
烫	tàng	5	to scald; to burn (by scalding); to blanch (cooking); to heat (sth) up in hot water
谈判	tánpàn	5	to negotiate; negotiation; talks; conference
坦率	tǎnshuài	5	frank (discussion); blunt; open
逃	táo	5	to escape; to run away; to flee
桃	táo	5	peach
套	tào	5	to cover; to encase; cover; sheath
逃避	táobì	5	to escape; to evade; to avoid; to shirk
疼爱	téngài	5	to love dearly
特殊	tèshū	5	special; particular; unusual; extraordinary
特意	tèyì	5	specially; intentionally
特征	tèzhēng	5	characteristic; diagnostic property; distinctive feature; trait
提	tí	5	to carry (hanging down from the hand); to lift; to put forward; to mention
天空	tiānkōng	5	sky
田野	tiányě	5	field; open land
天真	tiānzhēn	5	naive; innocent; artless
调皮	tiáopí	5	naughty; mischievous; unruly
挑战	tiǎozhàn	5	to challenge; challenge
调整	tiáozhěng	5	to adjust; adjustment; revision
提倡	tíchàng	5	to promote; to advocate
提纲	tígāng	5	outline; synopsis; notes
体会	tǐhuì	5	to know from experience; to learn through experience; to realize; understanding
体积	tǐjī	5	volume; bulk
题目	tímù	5	subject; title; topic
体贴	tǐtiē	5	considerate (of other people's needs)
提问	tíwèn	5	to question; to quiz; to grill
体现	tǐxiàn	5	to embody; to reflect; to incarnate
体验	tǐyàn	5	to experience for oneself
铜	tóng	5	copper (chemistry)
通常	tōngcháng	5	regular; usual; normal; usually
痛苦	tòngkǔ	5	pain; suffering; painful
痛快	tòngkuài	5	delighted; to one's heart's content; straightforward; also pr. [tòng kuai]
同时	tóngshí	5	at the same time; simultaneously
通讯	tōngxùn	5	communications; news story; dispatch
统一	tǒngyī	5	to unify; to integrate; unified; integrated
统治	tǒngzhì	5	to rule (a country); to govern; rule; regime
透明	tòumíng	5	transparent; (fig.) transparent; open to scrutiny
投资	tóuzī	5	investment; to invest
吐	tǔ	5	to spit; to send out (silk from a silkworm, bolls from cotton flowers etc); to say; to pour out (one's grievances)
团	tuán	5	round; lump; ball; to roll into a ball
突出	tūchū	5	prominent; outstanding; to give prominence to; to protrude
土地	tǔdì	5	land; soil; territory
土豆	tǔdòu	5	potato; (Tw) peanut
退	tuì	5	to retreat; to withdraw; to reject; to return (sth); to decline
退步	tuìbù	5	to do less well than before; to make a concession; setback; backward step
推辞	tuīcí	5	to decline (an appointment, invitation etc)
推广	tuīguǎng	5	to extend; to spread; to popularize; generalization
推荐	tuījiàn	5	to recommend; recommendation
退休	tuìxiū	5	to retire (from the workforce); to go into retirement
兔子	tùzi	5	hare; rabbit
歪	wāi	5	askew; at a crooked angle; devious; noxious
外交	wàijiāo	5	diplomacy; diplomatic; foreign affairs
弯	wān	5	to bend; bent; a bend; a turn (in a road etc)
往返	wǎngfǎn	5	to go back and forth; to go to and fro; to do a round trip
王子	wángzǐ	5	prince; son of a king
玩具	wánjù	5	plaything; toy
完美	wánměi	5	perfect
完善	wánshàn	5	(of systems, facilities etc) comprehensive; well-developed; excellent; to refine
万一	wànyī	5	just in case; if by any chance; contingency
完整	wánzhěng	5	complete; intact
胃	wèi	5	stomach
尾巴	wěiba	5	tail; colloquial pr. [yǐ ba]
未必	wèibì	5	not necessarily; maybe not
伟大	wěidà	5	huge; great; grand; worthy of the greatest admiration; important (contribution etc)
违反	wéifǎn	5	to violate (a law)
危害	wēihài	5	to jeopardize; to harm; to endanger; harmful effect
